Long,Lat,Star,Country
-73.9554008468986,40.6188310113001,3.5,USA
-73.919918,40.608311,2.0,USA
-73.9562938,40.582182,4.0,USA
-73.93189,40.6176699,4.0,USA
-73.961264,40.594182,4.0,USA
-73.9551550894976,40.5875314772129,3.5,USA
-73.9408798,40.5942001,3.0,USA
-73.9479399472475,40.5927499766836,4.0,USA
-73.961243,40.577404,4.5,USA
-73.9291869416641,40.637241635688,2.5,USA
-73.9612351312828,40.6176816477505,4.0,USA
-73.94308,40.60492,3.5,USA
-73.94778,40.63255,2.5,USA
-73.94814,40.58387,3.5,USA
-73.9503665,40.6350026,3.5,USA
-73.9401486,40.5909668,4.0,USA
-73.952798,40.586561,3.5,USA
-73.948686,40.599435,3.5,USA
-73.956184,40.640697,3.5,USA
-73.91628,40.61949,3.0,USA
-73.93277,40.58395,3.5,USA
-73.943284,40.583966,2.5,USA
-73.9576180279255,40.6099346280098,3.5,USA
-73.94417,40.60006,4.0,USA
-73.9618304,40.6088299,4.0,USA
-73.92633,40.61267,4.5,USA
-73.9479141235352,40.6320037841797,3.0,USA
-73.952252,40.6374629,2.5,USA
-73.9342463,40.6199963,3.5,USA
-73.9600524902344,40.5789794921875,4.5,USA
-73.95497,40.64005,3.5,USA
-73.94562,40.61927,4.5,USA
-73.918746,40.610084,2.5,USA
-73.9581528236144,40.6426217691169,4.0,USA
-73.946639,40.584138,3.5,USA
-73.939567,40.61318,4.5,USA
-73.9521199,40.58809,3.0,USA
-73.9611206054688,40.5939483642578,3.5,USA
-73.9601695052858,40.5882483758026,4.0,USA
-73.9513397216797,40.5855712890625,4.0,USA
-73.943652,40.62941,3.5,USA
-73.93632,40.6274,4.5,USA
-73.9552694186568,40.6102117676736,4.0,USA
-73.948364,40.63386,3.5,USA
-73.94574,40.61945,5.0,USA
-73.95206,40.5995599,4.0,USA
-73.960501633233,40.5918634804772,3.5,USA
-73.956928,40.598533,4.0,USA
-73.957655,40.642141,3.5,USA
-73.931864,40.617634,3.5,USA
-73.9487458503147,40.6320029333967,4.5,USA
-73.94346,40.60994,4.5,USA
-73.960027,40.578785,4.0,USA
-73.9418015,40.5990666,3.5,USA
-73.961439,40.575449,3.0,USA
-73.9280853,40.628624,4.5,USA
-73.9526999,40.59897,4.0,USA
-73.9395742829013,40.5897757581359,3.5,USA
-73.9468013495207,40.6253187616457,4.0,USA
-73.9574643192272,40.6081597222155,4.0,USA
-73.95019,40.5996499,3.0,USA
-73.9612298870106,40.595281824641,4.0,USA
-73.9226018,40.6190665,4.0,USA
-73.953013,40.587483,3.5,USA
-73.945084,40.60032,4.0,USA
-73.9374162708704,40.6364702888914,2.5,USA
-73.96019,40.5878299,3.5,USA
-73.947395,40.63133,2.0,USA
-73.9593560644007,40.6084987589453,3.0,USA
-73.9574443548918,40.6086545554762,5.0,USA
-73.90691,40.61986,3.0,USA
-73.943976,40.629709,4.0,USA
-73.9616088759751,40.625220664796,4.0,USA
-73.944237,40.600419,2.5,USA
-73.9612046,40.6081347,4.0,USA
-73.9158039693715,40.6194783302756,3.0,USA
-73.94729,40.62813,4.0,USA
-73.951985,40.585827,4.0,USA
-73.91841,40.6155,3.5,USA
-73.93449,40.60193,3.5,USA
-73.9515076,40.5850487,3.5,USA
-73.9122023,40.6135177,3.5,USA
-73.9466400146484,40.5841369628906,3.5,USA
-73.9555365,40.5877723,4.0,USA
-73.928944543004,40.615067399796,3.5,USA
-73.96022,40.608253,3.5,USA
-73.94439,40.60004,3.5,USA
-73.9571799,40.6086,3.5,USA
-73.947174,40.626979,3.0,USA
-73.92798,40.63103,2.5,USA
-73.9475255,40.6330647,3.5,USA
-73.92611,40.61365,4.0,USA
-73.92749,40.6266,2.5,USA
-73.9478530883789,40.5889282226562,4.0,USA
-73.9123942232126,40.6130082709946,3.5,USA
-73.937228,40.641406,3.5,USA
-73.9616475521669,40.606292381664,4.0,USA
-73.93887,40.601,3.5,USA
-73.947787828207,40.6316789510384,4.0,USA
-73.95505,40.59911,3.0,USA
-73.95484,40.61875,3.5,USA
-73.96117,40.63515,4.0,USA
-73.96021,40.61765,5.0,USA
-73.941478,40.626601,3.0,USA
-73.9588280428588,40.5983106377502,3.5,USA
-73.947818,40.632,2.0,USA
-73.96172,40.5999,3.0,USA
-73.948181,40.584057,3.5,USA
-73.95181,40.58563,3.5,USA
-73.928843,40.633434,4.0,USA
-73.9543918395341,40.5825809883804,3.5,USA
-73.95639,40.6098799,4.0,USA
-73.94427,40.58393,3.0,USA
-73.9536798,40.6382316,3.0,USA
-73.94938,40.590482,4.0,USA
-73.959411,40.579261,4.0,USA
-73.946639,40.584138,2.5,USA
-73.9523696899414,40.6367988586426,3.0,USA
-73.95959,40.59874,3.5,USA
-73.9479099,40.5999,3.5,USA
-73.9479904174805,40.6316833496094,3.0,USA
-73.948287,40.63378,4.0,USA
-73.95582,40.58796,4.0,USA
-73.954472,40.61052,3.5,USA
-73.94881,40.64529,4.5,USA
-73.959999,40.57851,4.0,USA
-73.960316,40.5888325,4.5,USA
-73.957595,40.644313,4.5,USA
-73.946639,40.584138,3.5,USA
-73.92928,40.6396,3.0,USA
-73.9609298855066,40.5920994880211,4.0,USA
-73.9401,40.60051,4.0,USA
-73.96121,40.594441,3.5,USA
-73.930518,40.616428,2.0,USA
-73.957856,40.618036,2.5,USA
-73.95129,40.64113,5.0,USA
-73.9485025405884,40.5834691577874,3.0,USA
-73.95599,40.64673,4.0,USA
-73.9605948,40.5910126,4.0,USA
-73.9491425,40.5839691,3.5,USA
-73.96149,40.59848,4.5,USA
-73.954028,40.610697,2.5,USA
-73.96146,40.5965,3.5,USA
-73.96156,40.62539,3.0,USA
-73.95693,40.61818,3.5,USA
-73.960424,40.608332,3.5,USA
-73.9605452,40.587544,3.5,USA
-73.9478863030672,40.5838966776457,3.0,USA
-73.9222925729051,40.6100545688312,3.0,USA
-73.9608459,40.591507,4.0,USA
-73.951736,40.599075,3.0,USA
-73.925483,40.592853,4.0,USA
-73.95188,40.59907,3.0,USA
-73.941682,40.598482,4.0,USA
-73.95713,40.57841,3.5,USA
-73.9122093,40.6135019,2.5,USA
-73.9479294,40.5838852,2.0,USA
-73.9403,40.59116,3.5,USA
-73.9597420021892,40.5781077402018,3.0,USA
-73.9575127512217,40.598772870144,3.0,USA
-73.9492099,40.58884,4.0,USA
-73.9443185,40.612224,3.5,USA
-73.92964,40.64195,3.0,USA
-73.9445848,40.6156277,4.0,USA
-73.9427719116211,40.607250213623,2.5,USA
-73.9453,40.58437,3.5,USA
-73.9466499,40.6247304,3.0,USA
-73.944,40.630418,3.0,USA
-73.918588,40.610361,2.0,USA
-73.958071,40.578496,4.0,USA
-73.9589233398438,40.5983009338379,3.5,USA
-73.957504,40.607418,4.0,USA
-73.95224,40.58694,3.5,USA
-73.9473199252089,40.626517,3.5,USA
-73.95826,40.644792,3.5,USA
-73.95742,40.60855,3.0,USA
-73.9545124,40.5872915,4.5,USA
-73.95412,40.61034,3.5,USA
-73.95541,40.6099,3.5,USA
-73.9506989,40.5835457,4.0,USA
-73.95843,40.59874,3.5,USA
-73.957463,40.6084108,3.5,USA
-73.9378051757812,40.6413688659668,3.5,USA
-73.93212,40.60909,3.5,USA
-73.9432999,40.63206,4.5,USA
-73.951606,40.639714,3.5,USA
-73.947525,40.629386,3.0,USA
-73.961723,40.600056,3.0,USA
-73.96112,40.593994,3.5,USA
-73.94752,40.6294899,3.5,USA
-73.94852,40.63202,3.0,USA
-73.93171,40.60935,3.5,USA
-73.94534,40.61732,3.0,USA
-73.955458,40.610229,4.0,USA
-73.95826,40.64585,2.5,USA
-73.9493,40.64525,4.0,USA
-73.9609422907233,40.5977204685869,3.5,USA
-73.950883,40.583866,3.5,USA
-73.950076,40.594277,3.5,USA
-73.9282,40.6332,2.0,USA
-73.9200497,40.6100471,4.0,USA
-73.949867,40.592975,3.5,USA
-73.94784,40.5838899,3.0,USA
-73.96021,40.61765,3.0,USA
-73.93377,40.6001199,3.0,USA
-73.93382,40.60016,3.5,USA
-73.9435433,40.600376,3.5,USA
-73.9597299,40.5818299,4.0,USA
-73.96163,40.62491,3.0,USA
-73.9602251,40.5874858,3.0,USA
-73.9577894081577,40.6472390479969,4.5,USA
-73.94786,40.600017,2.0,USA
-73.94159,40.59711,3.0,USA
-73.92889,40.63964,4.0,USA
-73.942129,40.599835,3.5,USA
-73.9568598512909,40.6421281935456,2.5,USA
-73.952629,40.586475,2.5,USA
-73.92431,40.61924,3.0,USA
-73.956189,40.640733,3.5,USA
-73.94831,40.64051,4.5,USA
-73.9445076910863,40.6155199546559,3.0,USA
-73.95326,40.63831,2.5,USA
-73.9419937133789,40.604907989502,2.5,USA
-73.9397237,40.5901728,3.0,USA
-73.948711,40.645404,2.0,USA
-73.955947,40.594993,3.0,USA
-73.961606,40.607664,2.5,USA
-73.9587914943695,40.5940853044218,3.0,USA
-73.9597420782403,40.5788538221641,5.0,USA
-73.9483477,40.6389553,3.0,USA
-73.9385589,40.5785493,3.5,USA
-73.96092,40.59212,3.0,USA
-73.9334202,40.6191663,3.5,USA
-73.938593,40.5785481,3.0,USA
-73.9476679,40.636058,2.0,USA
-73.9295578,40.6190109,3.0,USA
-73.9617233276367,40.5778503417969,3.0,USA
-73.94306,40.60043,3.5,USA
-73.9575891941786,40.6097830832005,3.0,USA
-73.92809,40.6336299,2.5,USA
-73.95751,40.59885,3.5,USA
-73.9236849682617,40.6194812003011,2.5,USA
-73.9481437951326,40.6325905770063,3.0,USA
-73.9485244750977,40.6340827941895,3.5,USA
-73.95235,40.58615,4.0,USA
-73.92061,40.60878,1.5,USA
-73.925972,40.613922,2.0,USA
-73.9413834,40.5969532,4.0,USA
-73.95627,40.64092,4.0,USA
-73.9616394,40.6176414,3.5,USA
-73.9221044,40.6102917,3.5,USA
-73.954992442957,40.5991779766415,3.5,USA
-73.9414300483406,40.617738342656,2.0,USA
-73.936146,40.621519,1.5,USA
-73.9417266845703,40.5978393554688,2.5,USA
-73.94299,40.60723,3.0,USA
-73.9562809467316,40.5778741836548,2.5,USA
-73.9369826,40.6366598,2.0,USA
-73.961341,40.60773,4.0,USA
-73.9611282348633,40.5940856933594,4.0,USA
-73.944236,40.600418,2.0,USA
-73.95232,40.58631,3.0,USA
-73.9576563,40.6097264,3.5,USA
-73.94555,40.58654,3.5,USA
-73.93947,40.62467,3.5,USA
-73.9408798,40.5942001,3.5,USA
-73.961738,40.58134,3.5,USA
-73.9515,40.63622,2.0,USA
-73.957559,40.642197,2.5,USA
-73.96099,40.62998,4.0,USA
-73.9611108207314,40.5979627493165,2.5,USA
-73.9537711246306,40.6104668294336,3.5,USA
-73.94833,40.6407,3.0,USA
-73.95496,40.63943,3.0,USA
-73.94044,40.61261,2.5,USA
-73.9309006,40.6275749,2.5,USA
-73.94017,40.5937399,2.0,USA
-73.960787,40.582018,2.5,USA
-73.9583106,40.6441144,3.0,USA
-73.960987,40.635335,4.0,USA
-73.960874,40.598573,4.0,USA
-73.9188188,40.610424,2.0,USA
-73.96029,40.57802,2.0,USA
-73.94459,40.60001,2.0,USA
-73.960518612771,40.5878207032506,3.5,USA
-73.947705,40.592772,3.5,USA
-73.94821,40.6326,3.5,USA
-73.94691,40.63238,2.5,USA
-73.9505755236898,40.5835746652503,4.0,USA
-73.9484024047852,40.5925102233887,2.0,USA
-73.9576034545898,40.644214630127,4.0,USA
-73.953666,40.638175,1.5,USA
-73.958245,40.644702,1.5,USA
-73.9536356180906,40.5872961133718,2.5,USA
-73.947847,40.632249,2.5,USA
-73.956703,40.60918,2.5,USA
-73.955819,40.641075,3.5,USA
-73.94454,40.6156999,3.0,USA
-73.96058,40.58753,3.5,USA
-73.9416724,40.5983876,1.5,USA
-73.9471529,40.6325417,2.5,USA
-73.94709,40.627,3.0,USA
-73.94859,40.64025,2.5,USA
-73.9401,40.59003,3.5,USA
-73.9223937988281,40.590087890625,2.0,USA
-73.9614281058311,40.5980781444143,1.5,USA
-73.937241,40.641406,3.0,USA
-73.949989,40.634579,2.5,USA
-73.94777,40.63234,1.5,USA
-73.952877,40.599415,3.0,USA
-73.95233,40.59941,3.0,USA
-73.961085,40.629827,3.0,USA
-73.94392,40.60009,2.0,USA
-73.93507,40.60143,2.5,USA
-73.9455743,40.6210742,1.5,USA
-73.951278,40.64265,2.0,USA
-73.9285302,40.6325997,2.5,USA
-73.9432999,40.63206,3.0,USA
-73.95837,40.61807,2.0,USA
-73.9416316392749,40.5974977909741,1.0,USA
-73.9379242,40.6347236,1.5,USA
-73.92184,40.60973,2.0,USA
-73.93607,40.622294,2.0,USA
-73.95798,40.6478899,2.0,USA
-73.958465,40.647679,3.5,USA
-73.94812,40.63894,1.5,USA
-73.95692,40.6426,3.0,USA
-73.955894,40.618214,2.5,USA
-73.96194,40.625,2.5,USA
-73.95481,40.61838,2.5,USA
-73.93756,40.63451,1.5,USA
-73.9286380214708,40.6321180349052,2.0,USA
-73.948196871632,40.6398686344087,4.0,USA
-73.94991,40.6343699,2.0,USA
-73.93767,40.6415,2.0,USA
-73.93887,40.601,1.0,USA
-73.9605802703617,40.5980903160683,1.0,USA
-73.95116,40.58504,3.5,USA
-73.96142,40.57778,2.5,USA
-73.95343,40.63856,2.5,USA
-73.9578104749705,40.6443561058347,2.5,USA
-73.991302,40.686023,4.0,USA
-73.9772509779765,40.68145923448,4.0,USA
-73.98137,40.67929,4.5,USA
-73.9777555239717,40.6801719843659,4.0,USA
-73.98035,40.68561,4.0,USA
-73.980411,40.6769,4.5,USA
-73.98671,40.68803,4.0,USA
-73.978976,40.678165,4.0,USA
-73.97255,40.67763,4.0,USA
-73.9837776124477,40.6845436245203,4.5,USA
-73.9811254,40.6754336,4.0,USA
-73.97416,40.68645,4.0,USA
-73.977808,40.680609,4.5,USA
-73.9752403260395,40.6810431221494,4.5,USA
-73.985919,40.67721,4.0,USA
-73.97518,40.67985,4.0,USA
-73.9706046,40.6877844,4.0,USA
-73.9880264255794,40.6792941479875,4.0,USA
-73.9777918857649,40.680536624141,4.0,USA
-73.9748689904809,40.6874192552749,4.0,USA
-73.984394049936,40.6869769801458,4.0,USA
-73.981986,40.685512,4.0,USA
-73.98343,40.67742,4.5,USA
-73.98587,40.68562,4.0,USA
-73.9723809,40.689436,4.5,USA
-73.9745199680328,40.6761199579391,4.5,USA
-73.9768418,40.6812605,4.0,USA
-73.9861984489446,40.6773587963142,4.0,USA
-73.982009,40.676716,4.0,USA
-73.98633,40.67687,4.5,USA
-73.9819963,40.6880326,4.5,USA
-73.9791200818081,40.6786672454389,4.0,USA
-73.9838929,40.6776201,3.5,USA
-73.99214,40.68447,4.0,USA
-73.97975,40.67792,4.0,USA
-73.9861538242469,40.6769086333056,4.5,USA
-73.9766125,40.6746627,4.0,USA
-73.988257,40.6879459,4.0,USA
-73.9722776709226,40.6898958381239,4.5,USA
-73.98332,40.67297,4.0,USA
-73.973258972168,40.6894111633301,4.0,USA
-73.97813,40.67565,4.0,USA
-73.973984,40.6798617,4.0,USA
-73.9825174981801,40.6795562014419,3.5,USA
-73.98437,40.68692,4.0,USA
-73.991274,40.68594,4.0,USA
-73.9931335449219,40.6824378967285,4.5,USA
-73.983902,40.671718,4.5,USA
-73.96869,40.67713,4.0,USA
-73.98163,40.67501,4.0,USA
-73.98153,40.6791399,4.0,USA
-73.979143,40.677857,4.0,USA
-73.970703125,40.6897354125977,4.0,USA
-73.971003,40.689722,4.5,USA
-73.98682,40.67957,4.0,USA
-73.9815826,40.6743507,4.0,USA
-73.97541,40.68695,3.5,USA
-73.9778354,40.6804381,4.0,USA
-73.98817,40.68852,5.0,USA
-73.9825364202261,40.6772587448359,4.0,USA
-73.9772872924805,40.6806411743164,4.0,USA
-73.9928,40.68309,4.5,USA
-73.972591,40.677786,5.0,USA
-73.97748,40.68105,4.0,USA
-73.98108,40.67573,3.5,USA
-73.9921875,40.6846046447754,4.0,USA
-73.97537,40.68701,4.0,USA
-73.9918,40.68925,4.5,USA
-73.992855,40.6834507,4.5,USA
-73.9756774902344,40.6811485290527,3.5,USA
-73.9827215,40.6775302,4.5,USA
-73.982638,40.687415,3.5,USA
-73.96818,40.68011,4.0,USA
-73.976069,40.681277,4.5,USA
-73.976181,40.6818695,4.5,USA
-73.9930755,40.6826583,4.0,USA
-73.98171,40.68983,4.0,USA
-73.96785,40.67947,3.5,USA
-73.98228,40.67423,4.0,USA
-73.9780712127686,40.6755282563532,4.0,USA
-73.990823,40.68563,4.0,USA
-73.99197,40.68431,4.0,USA
-73.978229173433,40.6866202166365,4.0,USA
-73.97532,40.6749,4.0,USA
-73.989728,40.688536,4.0,USA
-73.979965,40.676687,4.0,USA
-73.977388,40.681179,4.0,USA
-73.983292,40.673165,4.5,USA
-73.971981,40.676993,4.0,USA
-73.9732,40.68597,4.0,USA
-73.9743090899592,40.6796449843722,4.0,USA
-73.979535,40.681405,3.0,USA
-73.9918633,40.6846634,4.0,USA
-73.9901923,40.6786075,3.5,USA
-73.9757829,40.6747169,4.0,USA
-73.9772505404754,40.6812949467461,3.5,USA
-73.97668,40.68269,4.0,USA
-73.9752655029297,40.6805076599121,4.0,USA
-73.9786977,40.6879983,3.5,USA
-73.98241,40.68771,4.5,USA
-73.9743590354919,40.6756340357915,4.0,USA
-73.9811,40.67526,4.0,USA
-73.9887130037048,40.6750623814115,3.5,USA
-73.9904292380982,40.6870318621828,4.0,USA
-73.97181,40.67597,4.0,USA
-73.982406,40.674302,4.0,USA
-73.986572,40.688182,3.5,USA
-73.9819239670089,40.6901654162858,3.5,USA
-73.992288,40.683532,4.0,USA
-73.9702398329973,40.6894701719284,4.0,USA
-73.980812,40.675468,4.0,USA
-73.9733657836914,40.6790542602539,3.5,USA
-73.9788506,40.6877797,4.0,USA
-73.975156,40.680368,3.5,USA
-73.970866,40.689413,4.0,USA
-73.97508,40.68028,3.5,USA
-73.99121,40.685153,4.0,USA
-73.975917359407,40.6896094060701,3.5,USA
-73.97513,40.68131,4.0,USA
-73.9734394269355,40.6784417729132,4.5,USA
-73.9771813899279,40.6810107667113,3.5,USA
-73.97965,40.6771695,4.0,USA
-73.97425,40.68056,4.5,USA
-73.973256,40.689411,4.0,USA
-73.9765623,40.6816498,4.0,USA
-73.9741133758708,40.6791046893596,4.0,USA
-73.9863216751898,40.6892229764259,4.0,USA
-73.9853,40.67817,3.5,USA
-73.977615,40.687133,3.5,USA
-73.979376,40.678273,3.5,USA
-73.97467,40.67515,4.0,USA
-73.9735729,40.6860872,4.0,USA
-73.98642,40.677326,3.5,USA
-73.989006,40.688285,4.5,USA
-73.968455,40.677941,4.0,USA
-73.97593,40.68166,3.5,USA
-73.99227,40.683715,5.0,USA
-73.9795,40.67808,3.5,USA
-73.974093,40.679879,3.5,USA
-73.9749779,40.680155,3.0,USA
-73.96869,40.67871,4.0,USA
-73.981340475038,40.675332643247,4.0,USA
-73.990846,40.687147,4.0,USA
-73.9824806441803,40.6736889031443,4.5,USA
-73.96885,40.67826,4.0,USA
-73.9798,40.67763,4.0,USA
-73.97682,40.67283,4.0,USA
-73.97266,40.67792,4.0,USA
-73.9881975,40.6896982,4.0,USA
-73.9795303344727,40.6823120117188,4.5,USA
-73.97827,40.68971,4.0,USA
-73.990821,40.686578,4.0,USA
-73.9750998,40.6867553,3.5,USA
-73.9853210449219,40.6780586242676,4.0,USA
-73.9735353,40.6857666,3.5,USA
-73.97881,40.68442,4.0,USA
-73.99007,40.68751,5.0,USA
-73.9762727916241,40.6819311529398,3.5,USA
-73.98274,40.67744,4.0,USA
-73.97775,40.68673,4.0,USA
-73.97761,40.67188,3.5,USA
-73.97936,40.68332,4.0,USA
-73.9905330911279,40.6731779261307,3.0,USA
-73.97898,40.67185,4.5,USA
-73.9901,40.68764,4.0,USA
-73.971489,40.678984,3.5,USA
-73.9843341777767,40.6796412532297,4.0,USA
-73.985258116561,40.686466067969,3.5,USA
-73.96982,40.6896,4.5,USA
-73.992234,40.684437,4.0,USA
-73.96899,40.67789,3.5,USA
-73.9746607,40.6865076,3.5,USA
-73.98116,40.68568,3.5,USA
-73.980057,40.681194,4.0,USA
-73.991692,40.684492,4.0,USA
-73.98989,40.68779,4.0,USA
-73.9756927490234,40.6865844726562,3.5,USA
-73.98724,40.6775499,4.0,USA
-73.98362,40.67715,4.0,USA
-73.9870685,40.6875051,3.5,USA
-73.98229,40.67444,3.5,USA
-73.968862183392,40.6892852945551,3.5,USA
-73.98199,40.68842,4.0,USA
-73.982863,40.690884,4.5,USA
-73.9747352,40.6868452,3.5,USA
-73.99121,40.68584,4.0,USA
-73.9730529785156,40.6861000061035,3.5,USA
-73.983064,40.673937,4.0,USA
-73.9787325708078,40.6837458984901,4.5,USA
-73.96939,40.68958,3.5,USA
-73.96832,40.6800799,4.0,USA
-73.9763717601786,40.6871800754375,3.5,USA
-73.98265,40.67741,4.5,USA
-73.9832732500862,40.6907477441643,3.5,USA
-73.97994,40.68968,3.5,USA
-73.99042,40.687,4.0,USA
-73.99242,40.68929,4.5,USA
-73.9696273803711,40.6904563903809,4.0,USA
-73.9836569,40.671932,4.5,USA
-73.97357,40.67903,3.5,USA
-73.9827748,40.6737814,3.5,USA
-73.99245,40.68921,3.5,USA
-73.9918238,40.6844032,4.0,USA
-73.9741366297732,40.6800318505238,3.5,USA
-73.9752550519941,40.6830051882153,4.0,USA
-73.977802,40.6805462,3.5,USA
-73.968143,40.678761,3.5,USA
-73.99318,40.6825199,3.5,USA
-73.9837775425761,40.6845433545275,4.5,USA
-73.968651,40.677229,4.0,USA
-73.989501953125,40.6877593994141,4.0,USA
-73.9822726759751,40.674264453218,3.5,USA
-73.98433,40.689988,4.5,USA
-73.987033,40.688096,4.0,USA
-73.977693582209,40.6870518315231,3.5,USA
-73.9794540405273,40.6821136474609,3.5,USA
-73.97927,40.68257,4.0,USA
-73.9730639,40.678342,3.0,USA
-73.980079,40.677433,3.5,USA
-73.982254,40.673599,4.0,USA
-73.989925,40.687936,4.0,USA
-73.97433,40.68053,4.0,USA
-73.99192,40.6842,4.0,USA
-73.9837719490146,40.671949831792,3.5,USA
-73.99014,40.6723,3.0,USA
-73.9734299,40.67883,4.0,USA
-73.979725,40.677055,4.5,USA
-73.9839782714844,40.6766700744629,3.5,USA
-73.975135,40.675441,4.0,USA
-73.9825199,40.6735,3.5,USA
-73.968634,40.689244,3.5,USA
-73.96911,40.6775499,4.0,USA
-73.974004983902,40.6795477570834,5.0,USA
-73.97004,40.672302,4.0,USA
-73.97645,40.6819599,3.5,USA
-73.97485,40.68662,3.5,USA
-73.98747,40.69062,3.5,USA
-73.97758,40.67192,4.0,USA
-73.96953,40.689671,3.5,USA
-73.9754605422468,40.687343270916,3.5,USA
-73.97047,40.68941,3.5,USA
-73.9804840087891,40.6767768859863,3.0,USA
-73.97833,40.68971,3.5,USA
-73.9792709350586,40.6825714111328,3.5,USA
-73.9795862,40.6897703,3.5,USA
-73.974163,40.680029,4.0,USA
-73.9908374121948,40.6716593194782,3.5,USA
-73.974182,40.686004,3.5,USA
-73.9816949398812,40.6743319055498,4.0,USA
-73.986593,40.688233,3.0,USA
-73.97513,40.675389,4.5,USA
-73.97473,40.68698,3.0,USA
-73.97704,40.67212,4.0,USA
-73.9744259,40.675474,3.0,USA
-73.968447,40.6796,3.0,USA
-73.9685499,40.67796,3.5,USA
-73.977698,40.686463,4.0,USA
-73.9768215,40.6812791,3.0,USA
-73.98701,40.68973,3.0,USA
-73.971138,40.6763573,3.0,USA
-73.9771899,40.67194,4.0,USA
-73.97758,40.67192,5.0,USA
-73.97621,40.675012,3.0,USA
-73.973522,40.679178,4.0,USA
-73.986221,40.676826,4.0,USA
-73.9831466674805,40.6737976074219,3.5,USA
-73.990774645363,40.6868349327148,4.0,USA
-73.9832306,40.6732712,4.0,USA
-73.967819,40.679565,4.0,USA
-73.9749691478851,40.6802563732559,3.0,USA
-73.9775522013275,40.684543953192,2.5,USA
-73.9828655,40.6908759,3.5,USA
-73.980664999247,40.675832459091,3.0,USA
-73.9725219,40.689498,3.5,USA
-73.98373,40.67205,4.0,USA
-73.9741821289062,40.6860046386719,4.0,USA
-73.975784,40.687319,3.5,USA
-73.990177,40.672501,3.5,USA
-73.9824143,40.6742098,4.0,USA
-73.9834976,40.6907009,4.0,USA
-73.9843603,40.6758886,3.5,USA
-73.986228,40.689277,4.0,USA
-73.97954,40.6822,3.0,USA
-73.982881,40.690934,3.5,USA
-73.97382,40.67937,3.5,USA
-73.983558,40.688499,2.0,USA
-73.9679699,40.67925,3.5,USA
-73.9726942,40.6771574,4.0,USA
-73.97504,40.6867,4.0,USA
-73.9754,40.67499,3.5,USA
-73.9783869,40.6897951,4.0,USA
-73.9713079,40.6896898,3.5,USA
-73.983954,40.672176,3.5,USA
-73.990371,40.686393,3.0,USA
-73.97956,40.67754,4.0,USA
-73.9695924490918,40.6877253832573,3.5,USA
-73.97899,40.68965,3.5,USA
-73.977872,40.680043,4.0,USA
-73.972753,40.677953,3.5,USA
-73.988875,40.688221,3.0,USA
-73.9876246154499,40.6905636596877,3.0,USA
-73.98094,40.68939,2.0,USA
-73.97693,40.67212,4.0,USA
-73.9775044,40.6804182,2.5,USA
-73.982086,40.682831,2.5,USA
-73.9834747314453,40.677360534668,3.5,USA
-73.976476339536,40.6729642728193,4.0,USA
-73.9833839,40.6773986,4.0,USA
-73.993137,40.688684,3.5,USA
-73.9812179287965,40.6901007787083,4.0,USA
-73.975928,40.683017,2.0,USA
-73.975037,40.674609,4.0,USA
-73.98269,40.67374,3.5,USA
-73.97706,40.67254,3.0,USA
-73.97481,40.67517,3.5,USA
-73.979955,40.688025,3.0,USA
-73.97698,40.672208,3.5,USA
-73.972091,40.677126,3.0,USA
-73.99305,40.68273,3.5,USA
-73.986267,40.68922,3.0,USA
-73.9804744720459,40.6874843387216,3.0,USA
-73.96946,40.68959,3.5,USA
-73.97548,40.68103,3.5,USA
-73.9714907474522,40.6761873680902,3.5,USA
-73.98885,40.68879,3.0,USA
-73.97927,40.678642,3.5,USA
-73.992768,40.689284,3.0,USA
-73.9725799,40.67703,3.5,USA
-73.97497,40.67495,3.0,USA
-73.98183,40.68797,3.0,USA
-73.98481,40.68677,4.0,USA
-73.990272,40.683246,3.5,USA
-73.9772163669342,40.6845266486684,2.5,USA
-73.9737319946289,40.6857872009277,3.5,USA
-73.974586,40.680957,3.5,USA
-73.9721409,40.677148,3.5,USA
-73.9808959960938,40.689338684082,3.0,USA
-73.98197,40.67843,3.0,USA
-73.9721939721728,40.677225058676,2.0,USA
-73.98441,40.68773,4.5,USA
-73.97056,40.68963,3.5,USA
-73.9713534,40.6759231,3.0,USA
-73.9815063476562,40.6803512573242,2.0,USA
-73.9923782348633,40.6902542114258,3.5,USA
-73.97885,40.68973,3.5,USA
-73.983969,40.690061,4.5,USA
-73.990577,40.686931,1.5,USA
-73.9760482,40.6834453,3.0,USA
-73.980095,40.676517,2.5,USA
-73.991635,40.690541,3.0,USA
-73.97423,40.68596,3.0,USA
-73.99263,40.68307,2.0,USA
-73.97645,40.6819599,3.5,USA
-73.9704971,40.6893845,3.0,USA
-73.9800262451172,40.676628112793,3.0,USA
-73.992856,40.6892253309826,3.0,USA
-73.9677505493164,40.6798095703125,3.5,USA
-73.98067,40.688963,1.5,USA
-73.96923828125,40.6892433166504,3.5,USA
-73.97443,40.6805499,3.0,USA
-73.97067,40.68942,3.0,USA
-73.99233,40.68946,3.0,USA
-73.990783,40.686637,3.0,USA
-73.9730239659548,40.6775678694248,3.5,USA
-73.9815799,40.68788,3.0,USA
-73.9712891,40.675335,4.0,USA
-73.9789429,40.6843491,3.0,USA
-73.986275,40.689213,2.5,USA
-73.987907409668,40.6717796325684,3.5,USA
-73.9867401123047,40.6910353580251,4.0,USA
