Long,Lat,Star,Country
-73.9936086,40.7459112,4.5,USA
-73.991915,40.7588993,4.5,USA
-73.98939,40.75238,3.5,USA
-73.98716,40.74775,4.0,USA
-73.99419,40.76108,4.5,USA
-73.997642,40.746183,4.0,USA
-73.9919921865082,40.7588156198658,4.0,USA
-73.9917,40.750305,3.5,USA
-73.98442,40.74997,4.5,USA
-74.0024026704959,40.7454064780449,4.0,USA
-73.99888,40.74529,4.0,USA
-73.98401,40.7508,4.0,USA
-73.987317,40.7487053,4.0,USA
-74.006206,40.742575,4.0,USA
-73.9891822636127,40.758412133689,4.0,USA
-73.98543,40.74573,4.0,USA
-73.9995147,40.7427204,4.0,USA
-73.992618,40.746735,4.5,USA
-73.9852144232788,40.747173576622,4.0,USA
-73.984809,40.7463,4.0,USA
-73.99207,40.75561,4.0,USA
-73.9929134,40.7594098,4.0,USA
-73.98792,40.74588,4.0,USA
-73.9872,40.74811,4.0,USA
-73.9908619970083,40.7605202331697,4.0,USA
-74.00268,40.74434,4.0,USA
-74.0048000961542,40.7422762672197,4.0,USA
-73.9862179359732,40.7474259684723,4.0,USA
-74.002365,40.745513,4.0,USA
-73.98777,40.75353,4.5,USA
-73.9899748563766,40.7613128165844,4.5,USA
-73.9903269,40.760952,4.0,USA
-73.9892,40.74358,4.0,USA
-73.9964,40.75985,4.5,USA
-73.99843,40.74508,4.5,USA
-73.9870538457459,40.7431036278527,4.0,USA
-73.9921497865082,40.755566566366,4.0,USA
-73.992065,40.759761,4.0,USA
-73.98376,40.75128,4.5,USA
-73.98846,40.75874,4.0,USA
-73.98583,40.74701,4.0,USA
-73.9919686739076,40.7503205369552,4.0,USA
-73.99035,40.74527,4.0,USA
-73.99357,40.75744,4.5,USA
-73.9902863558197,40.7426259948421,4.0,USA
-73.98809,40.75539,4.0,USA
-73.9967919,40.7533794,3.0,USA
-73.99214,40.75468,4.0,USA
-73.9929894380382,40.753126022542,3.5,USA
-73.9947574524591,40.7500749013242,3.0,USA
-73.99375,40.7547,4.5,USA
-73.9914900079345,40.7540843452975,4.0,USA
-74.00565,40.74207,4.5,USA
-73.986511,40.754412,3.5,USA
-73.990356,40.760559,4.0,USA
-73.9934134483337,40.7586191118417,4.0,USA
-74.0059285394953,40.7426589397899,4.0,USA
-73.99092,40.75788,4.0,USA
-73.98873,40.74336,3.5,USA
-73.9869685269328,40.7614036889404,4.0,USA
-73.9845257,40.7453293,4.0,USA
-74.0009,40.75353,3.5,USA
-74.0009,40.75353,3.5,USA
-73.9935086600351,40.7505086580734,4.0,USA
-74.00779,40.74303,3.5,USA
-73.99507,40.74355,4.0,USA
-73.9994259551167,40.7433797337789,4.0,USA
-73.98992,40.76053,4.5,USA
-73.98754,40.7615,4.5,USA
-73.99967,40.74281,4.0,USA
-73.99129,40.75472,4.0,USA
-73.9921478247893,40.7506085432919,3.5,USA
-73.99023,40.74325,4.0,USA
-73.99947,40.74346,4.0,USA
-73.99113,40.76018,3.5,USA
-73.99536,40.75438,3.5,USA
-73.98365,40.74422,4.5,USA
-73.98845,40.75247,4.5,USA
-73.9912518276348,40.754589387013,4.0,USA
-73.988033,40.746497,4.0,USA
-73.99076,40.75204,4.0,USA
-73.9905191880082,40.7460380678347,4.5,USA
-73.9907276053871,40.7556856020028,4.0,USA
-73.994903,40.754764,3.5,USA
-73.993919,40.76128,4.5,USA
-73.98664,40.76066,4.0,USA
-73.984846,40.746245,4.0,USA
-73.9905076101422,40.7517735073233,4.0,USA
-73.99425,40.74989,4.0,USA
-73.993461,40.75674,4.5,USA
-74.0005904621599,40.7474103457198,3.5,USA
-73.9918,40.75913,4.0,USA
-74.006297,40.744191,3.0,USA
-73.9905130318771,40.7441830642509,4.0,USA
-73.9906616,40.7615509,4.5,USA
-73.992,40.75475,3.5,USA
-73.9837861,40.7448157,4.0,USA
-73.9926049,40.7588161,4.0,USA
-73.9902504129669,40.7607045203285,4.0,USA
-74.0041351318359,40.7507286071777,4.0,USA
-73.99028,40.75426,4.0,USA
-73.9883041381836,40.7587089538574,4.0,USA
-74.00467,40.74731,4.0,USA
-74.0063984206981,40.7437929363044,5.0,USA
-73.98724,40.75216,4.0,USA
-73.99834,40.74506,4.5,USA
-73.9953,40.74412,4.5,USA
-73.9858858,40.7516246,4.0,USA
-73.98871,40.74458,4.0,USA
-73.99109,40.75576,4.0,USA
-73.9880339428782,40.7447371960713,4.0,USA
-73.9866652214984,40.7458773458956,4.0,USA
-73.9889803,40.7608265,4.5,USA
-73.98398,40.75787,4.0,USA
-73.9891703,40.7537928,3.5,USA
-73.98852,40.74531,4.0,USA
-73.9979356060821,40.756784795428,3.5,USA
-73.9966481924057,40.7426255196333,4.0,USA
-73.9843,40.75673,4.0,USA
-74.001052,40.747413,3.5,USA
-74.0023905374366,40.7446831,4.0,USA
-73.9884801920307,40.7483140920034,3.5,USA
-74.0009,40.74247,3.5,USA
-73.98456,40.74364,4.5,USA
-73.9923572620061,40.7532902547787,3.5,USA
-73.98394,40.74431,4.0,USA
-73.9861907958984,40.7471961975098,4.0,USA
-73.986051,40.751739,4.0,USA
-73.990838,40.743193,3.5,USA
-73.98913,40.76005,4.0,USA
-73.991027,40.751792,4.0,USA
-74.00104,40.74209,4.0,USA
-73.991708,40.750297,4.0,USA
-73.9845943450927,40.759683705851,4.0,USA
-73.99214,40.75585,4.0,USA
-73.99012,40.75558,4.0,USA
-73.9895415,40.7544,4.0,USA
-74.00713,40.74332,4.0,USA
-73.99129,40.75472,3.5,USA
-73.98818,40.74481,4.0,USA
-74.0020523,40.751049,4.0,USA
-73.9837835,40.7500752,4.0,USA
-73.992529,40.758103,4.0,USA
-73.9899179,40.7472104,3.5,USA
-73.9846572875977,40.7515296936035,4.0,USA
-73.98823,40.7597,4.0,USA
-73.99549,40.75367,3.5,USA
-73.997872,40.761082,4.0,USA
-73.9892434,40.7580133,4.0,USA
-74.00023667,40.76217,3.5,USA
-73.991308284398,40.75964943513,4.0,USA
-73.99121,40.75202,3.5,USA
-73.9845828515206,40.7445212750732,4.0,USA
-73.993644,40.752727,3.5,USA
-73.995592,40.753734,3.0,USA
-73.9879021457895,40.7531009919554,3.0,USA
-74.003598,40.7428523,4.0,USA
